filing_id,compensation_officers_prog_service,compensation_disq_persons_fundraising,fees_for_other_services_mgmt_general,occupancy_prog_service,year,other_salaries_wages_fundraising,fees_for_mgmt_services_mgmt_general,entertainment_travel_govt_officials_prog_service,benefits_to_members_mgmt_and_general,contributions_grants_revenue,fees_for_mgmt_services_fundraising,other_expenses_a_fundraising,other_expenses_d_mgmt_general,fees_for_lobbying_services_fundraising,compensation_officers_fundraising,other_expenses_b_label,state,grants_us_individuals_fundraising,entertainment_travel_govt_officials_total,zip,fees_for_investment_mgmt_services_prog_service,other_expenses_a_prog_service,other_revenue,other_expenses_b_prog_service,fees_for_fundraising_services_fundraising,num_independent_members,payments_affiliates_mgmt_general,advertising_promotion_total,depreciation_depletion_amortization_prog_service,fees_for_other_services_fundraising,interest_total,other_expenses_c_fundraising,activities_per_region_totals_number_of_offices,mission,grants_foreign_individuals_govt_orgs_total,other_expenses_b_fundraising,other_expenses_d_fundraising,compensation_disq_persons_mgmt_and_general,payroll_taxes_mgmt_general,fees_for_accounting_services_fundraising,compensation_disq_persons_prog_service,num_volunteers,investment_income_revenue,conferences_conventions_prog_service,fees_for_accounting_services_mgmt_general,state_of_domicile,conferences_conventions_mgmt_general,payments_affiliates_fundraising,fees_for_legal_services_mgmt_general,program_service_revenue,payments_affiliates_total,fees_for_legal_services_total,office_expenses_fundraising,other_expenses_c_label,city,it_expenses_prog_service,grants_us_individuals_total,total_number_other_recipient_foreign_orgs_entities,ein,pension_plan_acc_fundraising,conferences_conventions_fundraising,gross_receipts,conferences_conventions_total,fees_for_accounting_services_prog_service,office_expenses_total,travel_mgmt_general,num_employees,it_expenses_fundraising,total_number_recipient_foreign_orgs_listed_as_charities,fees_for_investment_mgmt_services_mgmt_general,grants_us_individuals_prog_service,fees_for_investment_mgmt_services_total,occupancy_fundraising,royalties_prog_service,depreciation_depletion_amortization_total,website,compensation_disq_persons_total,other_expenses_d_label,address,entertainment_travel_govt_officials_mgmt_general,total_functional_expense_fundraising,occupancy_mgmt_general,compensation_officers_total,fees_for_fundraising_services_mgmt_general,interest_prog_service,travel_fundraising,grants_foreign_individuals_govt_orgs_mgmt_and_general,benefits_to_members_total,total_functional_expenses_prog_service,net_assets,payroll_taxes_total,grants_us_govt_orgs_mgmt_and_general,other_salaries_wages_mgmt_general,other_employee_benefits_mgmt_general,occupancy_total,compensation_officers_mgmt_and_general,insurance_fundraising,insurance_mgmt_general,depreciation_depletion_amortization_fundraising,all_other_expenses_fundraising,total_assets,other_expenses_b_mgmt_general,other_expenses_d_total,fees_for_other_services_total,pension_plan_acc_contrib_mgmt_general,fees_for_legal_services_fundraising,interest_fundraising,activities_per_region_totals_number_of_employees,insurance_total,benefits_paid_members_expenses,travel_prog_service,entertainment_travel_govt_officials_fundraising,other_expenses_d_prog_service,fees_for_fundraising_services_total,advertising_promotion_prog_service,other_expenses_c_prog_service,total_liabilities,fees_for_mgmt_services_prog_service,fees_for_lobbying_services_prog_service,pension_plan_acc_contrib_total,fees_for_other_services_prog_service,grants_paid_expenses,all_other_expenses_prog_service,revenue_less_expenses,fees_for_legal_services_prog_service,fees_for_investment_mgmt_services_fundraising,payments_affiliates_prog_service,net_unrelated_biz_taxable_revenue,fees_for_lobbying_services_mgmt_general,payroll_taxes_prog_service,office_expenses_mgmt_general,grants_us_individuals_mgmt_and_general,name,advertising_promotion_mgmt_general,office_expenses_prog_service,other_expenses_a_total,pdf_key,num_voting_members,fees_for_accounting_services_total,advertising_promotion_fundraising,travel_total,all_other_expenses_mgmt_general,grants_us_govt_orgs_prog_service,grants_foreign_individuals_govt_orgs_prog_service,fees_for_fundraising_services_prog_service,other_expenses_b_total,other_expenses,year_formation,royalties_total,other_expenses_a_mgmt_general,other_employee_benefits_total,professional_fundraising_fees_expenses,grants_foreign_individuals_govt_orgs_fundraising,total_expenses,other_expenses_c_mgmt_general,total_fundraising_expenses,payroll_taxes_fundraising,all_other_expenses_total,royalties_mgmt_general,total_unrelated_biz_revenue,pension_plan_acc_contrib_prog_service,activities_per_region_totals_total_expenditure,other_employee_benefits_fundraising,salaries_compensation_benefits_expenses,benefits_to_members_fundraising,royalties_fundraising,depreciation_depletion_amortization_mgmt_general,other_salaries_wages_total,fees_for_lobbying_services_total,it_expenses_mgmt_general,benefits_to_members_prog_service,other_expenses_c_total,it_expenses_total,total_functional_expenses_total,grants_us_govt_orgs_fundraising,grants_us_govt_orgs_total,other_salaries_wages_prog_service,insurance_prog_service,other_expenses_a_label,total_revenue,fees_for_mgmt_services_total,job_id,total_functional_expenses_mgmt_general,other_employee_benefits_prog_service,interest_mgmt_general,source_url,index,activities_per_region_subtotal_total_expenditure,split_file,interest_general,file,activities_per_region_subtotal_number_of_offices,activities_per_region_continuation_total_number_of_employees,activities_per_region_subtotal_number_of_employees,activities_per_region_continuation_total_number_of_offices,activities_per_region_continuation_total_total_expenditure
920141715_2009,,,,14792,2009,,,,,264632,,,,,,Fund Raising (Chari b Costs,OX,,,02684,,19118,264632,,,7,,,3509,50,,,,"The Downtown Soup Kitchen exists to demonstrate God' heart for the hungry and homeless in Anchorage, Alaska by providing a full stomach and a hand up.",,12317,,,,,,,,,,AK,,,,,,,,Maintenance c Repairs &,ANCHORAGE,,,,920141715,,,264632,,,23325,,,,,,,,,,3509,N/A,,SUPPLIES,E P. O. BOX 202684,,13054,174,,,,,,,208640,309684,13750,,,,14966,,,,,687,312874,,7118,50,,,,,2903,,,,7118,,,8228,3190,,,,,124309,6235,32958,,,,0,,13750,9806,,THE DOWNTOWN SOUP KITCHEN,,13519,19118,EIN_920141715_YEAR_2009_FORMTYPE_990.pdf,7,,,,,,,,12317,107365,2002,,,9669,,,231674,,13054,,6235,,,,,,124309,,,,100890,,,,8228,,231674,,,100890,2903,Food,,,ebcde58aa507cf6b011abd84c650e3378a3827ee3642eede41a827d98f51fa15,9980,9669,,https://projects.propublica.org/nonprofits/download-filing?path=2010_08_EO%2F92-0141715_990_200908.pdf,,,,,,,,,,
520945376_2008,,,,,2008,,,,,720420,,,,,,POSTAGE & MAILING,NY,,,10012,,225000,,39149,,8,,7185,,,,,,CIT IS AN EDUCATIONAL FOUNDATION WHICH SEEKS TO EDUCATE AND INSPIRE FREEDOM-LOVING PEOPLE TO THE,,,,,,,,0,2834,,1150,NY,,,,,,,,MAILING SUPPLIES c,NEW YORK,,16000,,520945376,,,723254,,,280,,,,,,16000,,,,,WWW.CENTERFORINDEPENDENTTHOUGHT.ORG,,AWARDS,73 SPRING STREET 408,,0,,,,,,,,485090,372322,,,,,,,,,,,372322,,2364,67865,,,,,,,7607,,2364,,7185,12072,,,,,67865,121300,974,235957,,,,0,,,,,CENTER FOR INDEPENDENT THOUGHT,,280,225000,EIN_520945376_YEAR_2008_FORMTYPE_990.pdf,8,1150,,7607,1043,105300,,,39149,365997,1990,,,,,,487297,,,,2017,,0,,,,,,,,,,,,12072,,487297,,105300,,,CLASSROOM MATERIALS a,723254,,235ccb349c6a8bc51fe3fa239511751fd196d263cdde59c0f87ddfaeae768bc7,2207,,,https://projects.propublica.org/nonprofits/download-filing?path=2009_11_EO%2F52-0945376_990_200812.pdf,,,,,,,,,,
520945376_2009,,,,,2009,,,,,550185,,,,,,POSTAGE & MAILING b,PA,,,19102,,406050,,70886,,8,,8009,,,,,,CIT IS AN EDUCATIONAL FOUNDATION WHICH SEEKS TO EDUCATE AND INSPIRE FREEDOM-LOVING PEOPLE TO THE,,,,,,,,0,544,4002,1335,PA,,,,,,,,PRINTING c,PHILADELPHIA,,,,520945376,,,550729,4002,,545,,0,,,,,,,,,WWW.CENTERFORINDEPENDENTTHOUGHT.ORG,,STORAGE RENTAL d,1420 WALNUT STREET 1011,,0,,,,,,,,786344,134893,,,,,,,,,,,134893,,700,108560,,,,,,601258,,,700,,8009,466,,,,,108560,186900,239,-237429,,,,0,,,25,,CENTER FOR INDEPENDENT THOUGHT,,520,406050,EIN_520945376_YEAR_2009_FORMTYPE_990.pdf,8,1335,,,,186900,,,70886,601258,1990,,,,,,788158,454,,,239,,0,,,,,,,,,,,,920,,788158,,186900,,,CLASSROOM MATERIALS a,550729,,f9105dac56ae77f7342e532c9d0b1f8f407da55e7edab999ff118c4cbd4ca5a6,1814,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_09_EO%2F52-0945376_990_200912.pdf,,,,,,,,,,
520945376_2010,,,,,2010,,,,,689735,,,,,,POSTAGE & MAILING,PA,,,19102,,333675,0,45686,,8,,6546,,,,,,CIT IS AN EDUCATIONAL FOUNDATION WHICH SEEKS TO EDUCATE AND INSPIRE FREEDOM-LOVING PEOPLE TO THE,,,,,,,,0,96,1400,450,PA,,,,0,,,,WEBSITE CREATION c,PHILADELPHIA,,,,520945376,,,689831,1400,,-135,,0,,,,,,,,,WWW.CENTERFORINDEPENDENTTHOUGHT.ORG,,STORAGE RENTAL d,1420 WALNUT STREET 1011,,0,,,,,,,,676125,148319,,,,,,,,,,,148319,,1200,151295,,,,,,0,,,1200,,6546,8000,0,,,,151295,127465,549,13426,,,,0,,,-170,,CENTER FOR INDEPENDENT THOUGHT,,35,333675,EIN_520945376_YEAR_2010_FORMTYPE_990.pdf,8,450,,,,127465,,,45686,548940,1990,,,,,,676405,,0,,549,,0,,,,0,,,,,,,,8000,,676405,,127465,,,CLASSROOM MATERIALS a,689831,,7e19822ef208470b7e437c5b087ecbc28bebb283d885b38e8f6c8cfda5669efa,280,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F52-0945376_990_201012.pdf,0,,,,,,,,,
941021164_2009,135182,,,1769275,2009,568759,,,,3454291,,23699,,,117652,Food Services,CA,,,93702,,329790,0,584575,,26,,606957,1640709,,1230797,,,To develop students for service & leadership through excellence in Christian higher education,,,,,212701,,,1,281207,78205,74652,CA,90511,,79350,42280383,,79350,150086,,FRESNO,,8332539,,941021164,11921,11001,46015881,179717,,3456577,83226,1251,,,,8332539,,,,2232552,www fresno edu,,expenses,1717 S CHESTNUT AVENUE,,1087168,378012,743295,,,58313,,,35418102,26741116,1202589,,,630336,2147287,490461,,,12486,,52824900,,,,59590,,,,,0,1454701,,,,606957,,26083784,,,207482,,8332539,584575,738095,,,,0,,947339,1607854,,FRESNO PACIFIC UNIVERSITY,,1698637,820728,EIN_941021164_YEAR_2009_FORMTYPE_990.pdf,26,74652,,1596240,,,,,584575,13233197,1944,,467239,2850225,0,,45277786,,1087168,42549,584575,,0,135971,,90702,23712050,,,579357,18708459,,,,,,45277786,,,15351270,,Other expenses,46015881,,1507e5193feb6d197af9d82ffc08ca2fc5429a9666c6fc8e78040bf48e7750ff,8772516,2129187,1230797,https://projects.propublica.org/nonprofits/download-filing?path=2010_01_EO%2F94-1021164_990_200904.pdf,,,,,,,,,,
446005794_2009,333782,,225557,260515,2009,1093622,,,,145963378,,527712,66032,,927997,POSTAGE SPONSOR CORR,MO,,,64131,12077,373382,163604,833630,7502232,6,,7521750,1546353,75186,106617,721426,4,"CHILDREN INTERNATIONAL'S MISSION IS TO HELP NEEDY CHILDREN GRO W UP HEALTHY, EDUCATED AND PREPARED TO SUCCEED",97957056,507873,22011,,200435,13987,,8202,33994,92330,41962,MO,41697,,114085,0,,253522,525678,MAILING LIST RENTAL c,Kansas City,305581,,0,446005794,59183,14892,146316901,148919,37299,2221619,41425,256,47013,32,13586,,30192,37193,,2577255,www J CHI,,LOCKBOX FEES,2000 East Red Bridge Road,,17926352,108329,2201978,,63970,27617,,,114949143,40990337,911067,,,162163,406037,940199,14142,42425,257726,6015,46141718,1413626,220107,501239,105653,38028,10662,21,157129,0,621371,,132064,7502232,,,5151381,,,605292,200496,99346959,36089,3620922,101409,4529,,0,,573972,488851,,Children International,2253597,1207090,1266828,EIN_446005794_YEAR_2009_FORMTYPE_990.pdf,7,93248,5268153,690413,18045,1389903,97957056,,2755129,20329014,1951,,365734,932592,7502232,,142540054,127310,17926352,136660,60149,,0,440456,1150905,86815,15361849,,,773176,10710920,,117531,,848736,470125,142540054,,1389903,7646142,100562,PRINT SPONSOR CORRESPONDENCE,146160976,,a359687e1b486e0844fa81a403e652841943f2e2b6dadcf091a5a190b30dcc52,9664559,683614,31985,https://projects.propublica.org/nonprofits/download-filing?path=2010_05_EO%2F44-6005794_990_200909.pdf,,,,,,,,,,
446005794_2010,475001,,203707,291998,2010,1129329,,,,147294643,,695837,16022,,994427,POSTAGE SPONSOR CORRESPONDENCE,MO,,0,64131,11228,357339,441987,772656,6442882,6,,7018454,1320795,67902,16665,439539,4,"CHILDREN INTERNATIONAL'S MISSION IS TO HELP IMPOVERISHED CHILDREN GRO W UP HEALTHY, EDUCATED AND PREPARED TO SUCCEED IN SOCIETY",103051993,675067,5340,,206011,14221,,7960,65267,93024,42665,MO,42011,,125818,0,0,279596,545604,MAILING LIST RENTAL,Kansas City,340865,0,0,446005794,52221,15004,147801897,150039,37924,2524963,57273,240,52441,27,12631,,28069,41665,,2201326,www CHILDREN ORG,0,DUES AND SUBSCRIPTIONS,2000 East Red Bridge Road,,16730344,121488,2455078,,10000,38182,,0,120539396,44071452,936413,,2064628,184355,455151,985650,15768,47305,220133,,62295256,1346288,53405,452682,99435,41940,1665,21,175203,0,859092,,32043,6442882,,,18223804,,,566975,181073,104476408,,1114040,111838,4210,,-856,,589940,585874,,Children International,2019200,1393485,1436866,EIN_446005794_YEAR_2010_FORMTYPE_990.pdf,7,94810,4999254,954547,,1424415,103051993,,2794011,19677300,1951,0,383690,1030147,6442882,,146687857,77566,116730344,140462,,,-856,415319,1597668,97251,16091267,,,660398,11102654,0,131102,,517105,524408,146687857,,1424415,7908697,112130,PRINT SPONSOR CORRESPONDENCE,147801897,0,61135eeb07f3968ee7c612098f40b8aa18428d87814b16febf4f5b3703a5bfd1,9418117,748541,5000,https://projects.propublica.org/nonprofits/download-filing?path=2011_05_EO%2F44-6005794_990_201009.pdf,,,,,,,,,,
205892134_2008,0,0,0,0,2008,0,0,0,,20706,0,,36,0,0,for Philippines b Books,SD,,0,57702,0,475,71,10095,0,4,0,1111,0,0,0,,,"Provide biblical theological and practical training for Christian leaders, both lay and vocational, and to do and engage in all lawful activities that are in furtherance of one or another of the forgoing purposes.",0,,,0,,0,0,6,0,0,0,SD,0,0,0,10296,0,0,0,Pie Auction expense c,Rapid City,382,0,,205892134,0,0,31073,0,0,150,0,5,0,,0,0,0,0,0,0,,0,Bank Charges d,type. 3333 W. Chicago St. Specific See,0,,0,0,,0,0,,0,45068,2978,0,,0,00,0,0,0,0,0,,2978,0,36,13426,0,0,0,,0,0,2687,0,0,0,1111,400,0,0,0,0,13426,0,16482,-14171,0,0,0,0,0,0,150,,"may have to use a copy of this return to satisfy state reporting requirements. December 31 A For the 2008 calendar year, or tax year beginning January 1 , 2008, and ending c Name of organization John Witherspoon College Please use IRS",0,0,475,EIN_205892134_YEAR_2008_FORMTYPE_990.pdf,3,0,0,2687,0,0,0,,10095,45244,2006,0,0,0,0,,45244,0,0,,16482,0,0,0,,0,0,,0,0,0,0,0,0,400,382,45244,,0,0,0,Master Level Class a,31073,0,77d8835ebf1c42810f76df6a74c703d4e92d2c60255fa2a366616f2adbcacdba,186,0,0,https://projects.propublica.org/nonprofits/download-filing?path=2009_06_EO%2F20-5892134_990_200812.pdf,,,,,,,,,,
320011220_2010,65193,15705,,5000,2010,202882,,,,6205512,,4821,3265,,26077,CONTRACT LABOR,TN,,,37064,,162276,,64155,,4,,193278,,91200,,32829,0,"SHAOHANNAH'S HOPE IS DEDICATED TO ENGAGING THE CHURCH TO CARE FOR ORPHANS AND TO REDUCING THE FINANCIAL BARRIERS TO ADOPTION BY BEING ACTIVELY INVOLVED IN I_PROVIDING WAITING ORPHANS WITH LOVING FAMILIES BY FINANCIALLY ASSISTING ADOPTIVE COUPLES THROUGH ADOPTION GRANTS,",1405988,48900,20126,35667,18918,,17650,6,7133,32055,21840,TN,378,,607,,,607,18573,PRINTING AND REPRODUCTION,,10425,1827647,0,320011220,,62157,6218290,94590,,152254,16374,5,6898,0,,1827647,,9621,,10539,WWW.SHOWHOPE.ORG,69022,POSTAGE AND DELIVERY,,,615298,66586,130385,,,26169,,,4585663,2116284,56669,,132097,22794,81207,39115,3598,4025,,124,3235719,2752,56575,211067,,,,0,13073,,256630,,33184,,185039,45707,1119435,,,,119867,3233635,32479,534495,,,,0,,20142,77785,,,,55896,167735,EIN_320011220_YEAR_2010_FORMTYPE_990.pdf,3,21840,8239,299173,300,,1405988,,115807,1579036,2002,,638,77091,,,5678150,5443,615298,17609,32903,,0,,1405988,18791,865479,,,10539,532312,,17568,,83979,34891,5678150,,,197333,5450,SUPPLIES,6212645,,c0b278e0556c76eca9ace66420cf5ffd5d26028bc4dfd0eefb09a13de137c0fc,477189,35506,,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F32-0011220_990_201012.pdf,,,,,,,,,,
362182171_2009,543386,,812128,6274246,2009,2289793,,,,20398653,,130420,69055,,453163,Special Projects,IL,,0,60187,0,254959,1145842,614908,,18,,893426,7725665,53260,2480156,17126,,Wheaton College helps build the church and improve society worldwide by promoting the development of whole and effective Christians through excellence in programs of Christian higher education,0,0,9704,,579790,0,,74,-47964135,201594,115900,IL,57128,,83838,91819790,0,92574,148619,TRAINING,Wheaton,220531,19799046,,362182171,139352,559,298872620,259281,0,2614620,190910,3047,69196,,1175,19799046,1175,29629,,8374896,www wheaton edu,0,DUES & MEMBERSHIPS,501 College Avenue,,4751140,258570,1651501,,2301107,225370,,0,103780820,426213591,3267800,,,1777096,6562445,654952,0,860297,0,0,584082519,53896,166387,5978882,509886,8736,0,0,860297,0,2779460,,87628,0,535929,169670,157868928,,,2873806,5113494,19819046,717060,-57573661,0,0,,-18000,,2529553,38813,,Wheaton College,84936,2427188,697912,EIN_362182171_YEAR_2009_FORMTYPE_990.pdf,19,115900,272561,3195740,0,20000,,,668804,39345835,1860,0,312533,10016029,0,,122973811,51712,4751140,158457,717060,,50406,2224568,1701187,485681,63808930,,,649231,45999794,0,902635,,238508,1192362,122973811,,20000,37743717,0,Printing & Publications a,65400150,0,0006999b8bc741381c35ab1bf14672ab72dd53d90229f34b1b07186522bb14ac,14441851,7753252,179049,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F36-2182171_990_200906.pdf,,,,,,,,,,
362182171_2010,477190,0,226590,6574596,2010,2255805,696373,0,,27062371,3034,124228,72670,0,421878,SPECIAL PROJECTS,IL,,0,60187,0,230594,1554432,637317,4024,19,0,806936,8136492,38,1896688,16583,0,WHEATON COLLEGE HELPS BUILD THE CHURCH AND IMPROVE SOCIETY WORLDWIDE BY PROMOTING THE DEVELOPMENT OF WHOLE AND EFFECTIVE CHRISTIANS THROUGH EXCELLENCE IN PROGRAMS OF CHRISTIAN HIGHER EDUCATION,0,0,7137,0,480341,0,0,240,15918500,202712,115900,IL,67368,0,144780,95767048,0,152302,174750,TRAINING,WHEATON,123067,22047468,,362182171,156782,20,301333522,270100,0,2577545,101696,3040,78499,,1215,22047468,1215,27132,0,8833125,www WHEATON EDU,0,DUES & MEMBERSHIPS,501 COLLEGE AVENUE,0,4914880,439451,1642981,,1870290,212082,,0,105236025,459800251,3384830,,5933857,1291365,7041179,743913,0,781309,0,416048,624743387,16225,169673,5145387,406710,7522,0,0,1761218,0,2689870,0,89866,4024,443508,149395,164943136,24700,0,2865976,4918759,22047468,0,16205502,0,0,0,-93271,0,2719323,84886,,WHEATON COLLEGE,88407,2317909,709677,EIN_362182171_YEAR_2010_FORMTYPE_990.pdf,20,115900,275021,3003648,0,0,0,,653542,39134522,1860,0,354855,9099895,0,,124096849,88468,4914880,185166,416048,0,-103593,2302484,1930071,497806,62910835,,0,696633,45917153,0,673754,0,254446,875320,124096849,,0,37727491,979909,PRINTING & PUBLICATIONS a,140302351,724107,dc4104510698fa33b1b77c4a2d34d1d6ce9f819f28f3d685cab265ad397b08e7,13945944,7310724,26398,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F36-2182171_990_201006.pdf,,,,,,,,,,
262264950_2010,,,1607,,2010,,,,,203925,,,1842,,,TELEPHONE,LA,,,70118,,,0,,,16,,97,,,,,,"MICAH PROJECT'S MISSION IS TO BRING PEOPLE OF ALL FAITHS TOGETHER TO BUILD RELATIONSHIPS, DEVELOP STRONG LEADERS, AND IMPROVE THE QUALITY OF LIFE IN OUR COMMUNITY OUR VISION IS TO UNIFY AND EMPOWER PEOPLE TO PARTICIPATE IN THE DEMOCRATIC PROCESS, THEREBY MAXIMIZING THEIR ABILITY TO EXERT INFLUENCE ON BEHALF OF THEIR CONGREGATION IN THEIR COMMUNITIES FOR THE COMMON GOOD OFTHE CITY AND REGION THE PRINCIPAL OF BUILDING OCAL LEADERS TO SOLVE PROBLEMS MOTIVATES OUR WORK TODAY MICAH ASSISTS CONGREGATIONS IN BECOMING MORE OF A PUBLIC CHURCH OR SYNAGOGUE",,,,,12718,,,,0,,,LA,,,,14307,,,,NETWORK DUES,NEW ORLEANS,,,,262264950,,,218232,,,531,9843,2,,,,,,,,,,,MEALS & ENTERTAINMENT,170 BROADWAY ROOM/SUITE 235,,0,13306,,,,,,,0,37403,12718,,128592,,13306,,,9779,,,87403,4386,1842,1607,,,,,9779,0,,,,,,,50000,,,,,0,,24225,,,,,,,531,,MICAH PROJECT,97,,5377,EIN_262264950_YEAR_2010_FORMTYPE_990.pdf,16,,,9843,1038,,,,4386,52697,2010,,5377,,0,,194007,3175,0,,1038,,0,,,,141310,,,,128592,,,,3175,,194007,,,,,MISCELLANEOUS a,218232,,d92f9d47c93dc26c36906d120441037e81b3bf6e334e26a13720f251fedd1353,194007,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F26-2264950_990_201012.pdf,,,,,,,,,,
861088673_2010,67486,,7356,,2010,15810,,,,374730,,,,,8436,MATERIALS AND SUPPLIES,FL,,,33308,,21250,0,16972,,6,,23297,541,7356,,812,,PROMOTE AND FACILITATE EFFECTIVE GIVING,,,,,1298,,,,0,62740,17980,FL,,,12477,260000,,12477,,TELECOMMUNICATIONS,FORT LAUDERDALE,3798,,,861088673,,,634730,62740,,10878,,6,1266,,,,,,,541,WWWCCFSFORG,,AUDIO AND VISUAL,5120 NORTH FEDERAL HWY,,60758,,84358,,,,,,470213,34668,12974,,15810,2483,,8436,,1699,,,61176,,8928,73558,,,,,1699,0,41379,,8928,,,7876,26508,,,,58846,0,5940,22029,,,,,,10378,2176,,THE CHRISTIAN COMMUNITY FOUNDATION OF SOUTH FLORIDA INC,,8702,21250,EIN_861088673_YEAR_2010_FORMTYPE_990.pdf,6,17980,23297,41379,9592,,,,16972,332437,2003,,,24831,0,,612701,1157,60758,1298,5940,,0,,,2483,280264,,,,158101,,1266,,9845,6330,612701,,,126481,,HONORARIUMS,634730,,8eca1cf7276e7c215df7218a7973f5531ff876d6affa1fe98039e612c772108e,81730,19865,,https://projects.propublica.org/nonprofits/download-filing?path=2011_07_EO%2F86-1088673_990_201008.pdf,,,,,,,,,,
611190087_2008,,,,,2008,,,,,198910,,,,,,UTILITIES,KY,,,40052,,9554,0,17159,,4,,,,,,,,,,,,,,,,6,15,,,KY,,,,0,,3004,,TELEPHONE,NEW HOPE,,,,611190087,,,198925,,1905,5317,,5,,,,,,,,,,,c AND SUBSCRIPTIONS,6375 NEW HOPE ROAD,,,,,,,,,,178327,8503,5374,,,,,,,,,0,569,,851,,,,,,,178327,3590,,851,,,,29100,,,,,0,7653,29553,3004,,,0,,5374,,,AMERICAN CENTER FOR LAW & JUSTICE,,5317,12413,EIN_611190087_YEAR_2008_FORMTYPE_990.pdf,3,1905,,3590,,,,,9554,96516,1999,,,,,,178327,,0,,7653,,0,,,,,,,,76437,,,,17159,,178327,,,76437,12413,LAW BOOKS,198925,,3b9cc21f73f11bef5f2e4c15859661f7f7c9adee8dd6a1f2301099834fdb2926,0,,,https://projects.propublica.org/nonprofits/download-filing?path=2009_06_EO%2F61-1190087_990_200812.pdf,,,,,,,,,,
611190087_2009,,,,,2009,,,,,181015,,,,,,UTILITIES,KY,,,40052,,10165,0,10701,,4,,,,,,,,LEGAL ADVOCACY FOR RIGHT LIFE,,,,,,,,6,15,,,KY,,,,15637,,5500,,TELEPHONE c,NEW HOPE,,,,611190087,,,196652,,1670,16496,,5,,,,,,,,,N/A,,SUBSCRIPTIONS d DUES AND,"6375 NEW HOPE ROAD NEW HOPE, KY 40052",,0,,,,,,,,212933,12818,6073,,,,,,,,,,13361,,697,,,,,,,0,3550,,697,,,18689,453,,,,,0,18118,-16281,5500,,,0,,6073,,,AMERICAN CENTER FOR LAW & JUSTICE,,16496,10165,EIN_611190087_YEAR_2009_FORMTYPE_990.pdf,3,1670,,3550,,,,,10701,125403,1999,,,,0,,212933,,0,,18118,,0,,,,87530,,,,81457,,,,18689,,212933,,,81457,,LAW BOOKS a,196652,,05b925565557fb010b55e1cc0eb9cfa67393bdd612d2f5d0dabf36ded144f37b,0,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F61-1190087_990_200912.pdf,,,,,,,,,,
383773431_2009,319796,,21330,149139,2009,114399,,,,3573334,,7544,3263,,91991,COST OF MATERIALS b,NY,,,10018,,39410,42079,44258,,4,,498,12658,16818,,2078,0,"CHURCH PLANTING, TRAINING OF CHURCH LEADERS, AND CONTENT DEVELOPMENT",718209,,616,,9082,,,0,30787,4806,,NY,1050,,,146751,,,22997,TRANSPORTATION c,NEW YORK,59483,212689,16,383773431,4859,1060,3792951,6916,,145412,26161,16,8671,16,,212689,,31880,,18083,REDEEMERCITYTOCITY.COM,,BANK TRANSACTION FEES d,"1359 BROADWAY, 11TH FLOOR 1102",,368230,41333,611758,,,28827,,,3204969,2242323,36450,,81503,29691,222352,199971,2223,10854,2606,794,2652775,,11641,165578,6086,,,0,25667,1557170,188800,,7762,,424,12158,410452,,,31224,127430,1371021,9717,-261789,,,,0,,22086,9529,,"REDEEMER CITY TO CITY FORMERLY ""REDEEMER CITYNET""",37,112886,54073,EIN_383773431_YEAR_2009_FORMTYPE_990.pdf,6,,37,243788,794,440123,718209,,44258,1126549,2008,,7119,124070,,,4054740,2138,368230,5282,11305,,0,20279,0,16545,,,,2819,753668,,16821,,16374,84975,4054740,,440123,557766,12590,FOOD a,3792951,,715e122a2c89600c2bb05662c9f184aaa590c7716ab1337de70ff40028cda507,481541,77834,,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F38-3773431_990_200912.pdf,,,,,,,,,,
