filing_id,ein,pdf_key,job_id,year,name,address,city,state,zip,website,gross_receipts,year_formation,state_of_domicile,mission,num_voting_members,num_independent_members,num_employees,num_volunteers,total_unrelated_biz_revenue,net_unrelated_biz_taxable_revenue,contributions_grants_revenue,program_service_revenue,investment_income_revenue,other_revenue,total_revenue,grants_paid_expenses,benefits_paid_members_expenses,salaries_compensation_benefits_expenses,professional_fundraising_fees_expenses,total_fundraising_expenses,other_expenses,total_expenses,revenue_less_expenses,total_assets,total_liabilities,net_assets,grants_us_govt_orgs_total,grants_us_govt_orgs_prog_service,grants_us_govt_orgs_mgmt_and_general,grants_us_govt_orgs_fundraising,grants_us_individuals_total,grants_us_individuals_prog_service,grants_us_individuals_mgmt_and_general,grants_us_individuals_fundraising,grants_foreign_individuals_govt_orgs_total,grants_foreign_individuals_govt_orgs_prog_service,grants_foreign_individuals_govt_orgs_mgmt_and_general,grants_foreign_individuals_govt_orgs_fundraising,benefits_to_members_total,benefits_to_members_prog_service,benefits_to_members_mgmt_and_general,benefits_to_members_fundraising,compensation_officers_total,compensation_officers_prog_service,compensation_officers_mgmt_and_general,compensation_officers_fundraising,compensation_disq_persons_total,compensation_disq_persons_prog_service,compensation_disq_persons_mgmt_and_general,compensation_disq_persons_fundraising,other_salaries_wages_total,other_salaries_wages_prog_service,other_salaries_wages_mgmt_general,other_salaries_wages_fundraising,pension_plan_acc_contrib_total,pension_plan_acc_contrib_prog_service,pension_plan_acc_contrib_mgmt_general,pension_plan_acc_fundraising,other_employee_benefits_total,other_employee_benefits_prog_service,other_employee_benefits_mgmt_general,other_employee_benefits_fundraising,payroll_taxes_total,payroll_taxes_prog_service,payroll_taxes_mgmt_general,payroll_taxes_fundraising,fees_for_mgmt_services_total,fees_for_mgmt_services_prog_service,fees_for_mgmt_services_mgmt_general,fees_for_mgmt_services_fundraising,fees_for_legal_services_total,fees_for_legal_services_prog_service,fees_for_legal_services_mgmt_general,fees_for_legal_services_fundraising,fees_for_accounting_services_total,fees_for_accounting_services_prog_service,fees_for_accounting_services_mgmt_general,fees_for_accounting_services_fundraising,fees_for_lobbying_services_total,fees_for_lobbying_services_prog_service,fees_for_lobbying_services_mgmt_general,fees_for_lobbying_services_fundraising,fees_for_fundraising_services_total,fees_for_fundraising_services_prog_service,fees_for_fundraising_services_mgmt_general,fees_for_fundraising_services_fundraising,fees_for_investment_mgmt_services_total,fees_for_investment_mgmt_services_prog_service,fees_for_investment_mgmt_services_mgmt_general,fees_for_investment_mgmt_services_fundraising,fees_for_other_services_total,fees_for_other_services_prog_service,fees_for_other_services_mgmt_general,fees_for_other_services_fundraising,advertising_promotion_total,advertising_promotion_prog_service,advertising_promotion_mgmt_general,advertising_promotion_fundraising,office_expenses_total,office_expenses_prog_service,office_expenses_mgmt_general,office_expenses_fundraising,it_expenses_total,it_expenses_prog_service,it_expenses_mgmt_general,it_expenses_fundraising,royalties_total,royalties_prog_service,royalties_mgmt_general,royalties_fundraising,occupancy_total,occupancy_prog_service,occupancy_mgmt_general,occupancy_fundraising,travel_total,travel_prog_service,travel_mgmt_general,travel_fundraising,entertainment_travel_govt_officials_total,entertainment_travel_govt_officials_prog_service,entertainment_travel_govt_officials_mgmt_general,entertainment_travel_govt_officials_fundraising,conferences_conventions_total,conferences_conventions_prog_service,conferences_conventions_mgmt_general,conferences_conventions_fundraising,interest_total,interest_prog_service,interest_mgmt_general,interest_fundraising,payments_affiliates_total,payments_affiliates_prog_service,payments_affiliates_mgmt_general,payments_affiliates_fundraising,depreciation_depletion_amortization_total,depreciation_depletion_amortization_prog_service,depreciation_depletion_amortization_mgmt_general,depreciation_depletion_amortization_fundraising,insurance_total,insurance_prog_service,insurance_mgmt_general,insurance_fundraising,other_expenses_a_label,other_expenses_a_total,other_expenses_a_prog_service,other_expenses_a_mgmt_general,other_expenses_a_fundraising,other_expenses_b_label,other_expenses_b_total,other_expenses_b_prog_service,other_expenses_b_mgmt_general,other_expenses_b_fundraising,other_expenses_c_label,other_expenses_c_total,other_expenses_c_prog_service,other_expenses_c_mgmt_general,other_expenses_c_fundraising,other_expenses_d_label,other_expenses_d_total,other_expenses_d_prog_service,other_expenses_d_mgmt_general,other_expenses_d_fundraising,all_other_expenses_total,all_other_expenses_prog_service,all_other_expenses_mgmt_general,all_other_expenses_fundraising,total_functional_expenses_total,total_functional_expenses_prog_service,total_functional_expenses_mgmt_general,total_functional_expense_fundraising,activities_per_region_totals_number_of_offices,activities_per_region_totals_number_of_employees,activities_per_region_totals_total_expenditure,total_number_recipient_foreign_orgs_listed_as_charities,total_number_other_recipient_foreign_orgs_entities
561764649_2010,561764649,,8879829308421694242758205809950631784,2010,Southern Evangelical Seminary,3000 Tilley Morris Road,Matthews,NC,28105,N/A,1604327,,,Education - Seminary,8,7,21,,,0,337138,1267189,,,1604327,,802362,,,301032,1015716,1818078,-213751,7566509,52224,7514285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754217,527952,98048,128217,,,,,48145,33701,6259,8185,,,,,,,,,6000,4200,780,1020,,,,,,,,,,,,,,,,,39180,19590,,19590,17617,12332,2290,2995,,,,,,,,,135584,94908,17626,23050,,,,,,,,,124734,82904,15397,26433,,,,26433,,,,,242069,169448,31469,41152,,,,,Housing a,69669,48768,9057,11844,Housing a Bookstore b,69669,48768,9057,11844,of c Dean Women & Men,65780,46046,8551,11183,of c Recording Dean Women Studio & Men d,65780,46046,8551,11183,36220,25354,4709,6157,1818078,1305745,211301,,,,,,
561764649_2011,561764649,EIN_561764649_YEAR_2011_FORMTYPE_990.pdf,,2011,Southern Evangelical Seminary,3000 Tilley Morris Road,Matthews,NC,28105,N/A,1481988,,NC,Education - Seminary,6,6,,,,0,281985,1200003,,,1481988,,,760886,,,1029922,1790808,-308820,7330538,125073,7205465,,,,,,,,,,,,,,,,,,,,,,,,,695949,487164,90474,118311,,,,,12328,8629,1603,2096,52609,36827,6838,8944,,,,,,,,,7375,5163,958,1254,,,,,,,,,,,,,,,,,31025,15513,,15512,17218,12052,2239,2927,,,,,,,,,102529,71770,13329,17430,,,,,,,,,134685,88446,16425,29814,,,,,,,,,197444,138211,25668,33565,,,,,Housing a,114035,79824,14825,19386,Contract Labor,79689,55782,10360,13547,Bookstore c,45934,45934,,,Classroom,44944,31461,5843,7640,38250,26776,4971,6503,1790808,1262365,232165,296278,,,,,
270816608_2019,270816608,EIN_270816608_YEAR_2019_FORMTYPE_990.pdf,,2019,WORLD WITHOUT ORPHANS GLOBAL,702 Knoll Drive,ZIP or foreign postal code Mount Joy,PA,17552,N/A,542232,2009,PA,"WWO Global's vision is that every child would grow up in a safe and loving family, know their Heavenly Father, and reach their God-given purpose. The WWO Global mission is to call and equip national leaders to collaborate in solving the orphaned and vulnerable children crisis.",3,4,5,6,0,0,248126,294106,0,0,542232,0,0,60500,0,23454,435318,495818,46414,118859,0,118859,,,,,,,,,,,,,,,,,60500,45375,9075,6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,,1750,,,,,,,,,,,,,,,,,,,,,,7644,7644,,,,,,,,,,,,,,,3445,3445,,,,,,,,,,,,,,,,,,,,,,,726,,726,,Casual Labor,94920,85428,,9492,Design Expense,39558,31646,,7912,Mission c Expenses,269045,263525,5520,,Bank Fees,9670,,9670,,8560,,8560,,495818,437063,35301,23454,,,,,
930398802_2009,930398802,EIN_930398802_YEAR_2009_FORMTYPE_990.pdf,,2009,MULTNOMAH BIBLE COLLEGE AND SEMINARY,8435 NE GLISAN ST,NE GLISAN,OR,97220,NOMAH,25751555,1937,OR,TO PROVIDED ACCREDITED BIBLICALLY BASED CHRISTIAN HIGHER EDUCATION,18,18,682,21,0,,2319847,10944659,-695693,127387,12696200,1258980,0,8145773,0,846926,6492729,15897482,-3201282,30816660,9235514,21581146,0,,,,1258980,1258980,,,0,,,,0,,,,270220,205367,51342,13511,0,,,,6479736,4858065,,437013,189929,,189929,,676336,507071,123651,45614,529552,397022,96815,35715,182865,,182865,,63632,15553,30700,17379,73035,,73035,,0,,,,0,,,,0,,,,277561,258416,15929,3216,617685,353474,163371,100840,271950,132074,103569,36307,277081,,277081,,0,,,,0,,,,306354,252746,9137,44471,0,,,,40607,29952,6302,4353,255504,255504,,,0,,,,669714,610338,49994,9382,167706,12653,155053,,OPERATION OF PLANT a,2132083,1899869,145814,86400,MISCELLANEOUS EXPENSE,248631,129353,107544,11734,LIBRARY EQUIPMENT & MATERIALS c,119042,119042,,,COURSE EXPENSE,137646,137646,,,490504,490504,76910,991,15897482,12006857,3043699,846926,,,,,
366101090_2008,366101090,,,2008,,,+ 4 tions. SPRINGFIELD,VA,22151,W.CLSNET.ORG,2391461,,VA,". See Statement for Form 990 Page 1, Part 1, Line 1, Mission",,,,,0,,1652917,667748,190,70606,2391461,,,0,,200361,2695748,2695748,-304287,273240,545293,-272053,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SALARIES & BENEFITS 1,457,830. a",1246407,,74575,136848,COMPUTER,10963,7265,3435,263,CHAPTER/MEMBER SUPPORT c,483791,483656,135,0,EMPLOYEE RELATED EXPENSES,30218,15001,9404,5813,1013,0,979,34,2310757,,184630,200361,,,,,
366101090_2010,366101090,EIN_366101090_YEAR_2010_FORMTYPE_990.pdf,,2010,CHRISTIAN LEGAL SOCIETY,8001 BRADDOCK AVENUE,SPRINGFIELD,VA,22151,,1779338,1961,VA,See Attachment,21,19,13,0,0,,1523371,171308,271,84388,1779338,0,0,775157,0,135488,574220,1349377,429961,266026,256310,9716,,,,,,,,,,,,,,,,,151000,106304,30200,14496,,,,,480882,446032,232,34618,4411,4411,0,0,97024,72366,16971,7687,41840,24991,14112,2737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70846,45550,0,25296,29181,16304,10330,2547,22430,18925,1648,1857,,,,,51757,43891,3204,4662,64003,44893,18556,554,,,,,,,,,,,,,,,,,16027,13591,993,1443,,,,,Chapter/Member Support,182851,182851,0,0,Employee Related Expenses,6110,2535,3575,0,CLRF Advocacy Expenses,28097,28097,0,0,Caging & DB Mgmt Support,2556,2168,158,230,19922,17087,1153,1682,1349377,1100884,113005,135488,,,,,
391592727_2010,391592727,,,2010,Wisconsin Policy Research Institute Inc,300 Cottonwood Avenue No 1,Hartland,WI,53029,,884047,1987,WI,Public Policy Research,12,11,3,0,0,0,858571,0,25476,0,884047,0,0,157853,0,41892,512722,670575,213472,2321307,0,2321307,,,,,,,,,,,,,,,,,,,,,,,,,165602,119969,45633,,,,,,-7749,,-7749,,,,,,,,,,20043,,20043,,1191,,1191,,,,,,,,,,41892,,,41892,,,,,,,,,15883,,15883,,7183,,7183,,,,,,2800,,2800,,10930,10930,,,,,,,130,130,,,,,,,,,,,1089,,1089,,4095,,4095,,Payroll Taxes,73527,73527,,,Research Fees,178950,178950,,,Printing,65099,65099,,,Communication and Media,48812,48812,,,26710,26710,6157,,670575,532358,96325,41892,,,,,
391592727_2011,391592727,EIN_391592727_YEAR_2011_FORMTYPE_990.pdf,,2011,WISCONSIN POLICY RESEARCH INSTITUTE INC,300 COTTONWOOD AVENUE NO 1,HARTLAND,WI,53029,,1821093,1987,WI,PUBLIC POLICY RESEARCH,12,11,3,0,0,0,1793847,0,27246,0,1821093,0,0,320994,0,59573,1381850,1748844,72249,2393556,0,2393556,,,,,,,,,,,,,,,,,,,,,,,,,264428,208310,56118,,,,,,37750,37750,,,18816,18816,,,,,,,5337,,5337,,14800,,14800,,,,,,46000,,,46000,,,,,,,,,,,,,8414,,8414,,2304,,2304,,,,,,13206,,13206,,34666,34666,,,,,,,1273,1273,,,,,,,,,,,1276,,1276,,3993,,3993,,RESEARCH FEES,487961,487961,,,POLLING EXPENSES,381341,381341,,,OUTREACH EXPENSES,295410,295410,,,PRINTING & PUBLISHING,109078,109078,,,13573,,9218,13573,1748844,1574605,114666,59573,,,,,
362586390_2009,362586390,EIN_362586390_YEAR_2009_FORMTYPE_990.pdf,,2009,MAP International Inc,4700 Glynco Parkway,Brunswick,GA,31525,www map org,435661769,1954,GA,See Additional Data Table,16,15,77,220,0,,430289582,3248801,-516897,92403,433113889,390943,0,5296633,346824,2701066,396356562,402390962,30722927,118832254,6166487,112665767,0,,,,39689,39689,,,351254,351254,,,0,,,,436469,189675,77386,169408,0,,,,3660740,2670123,,834332,73756,60661,893,12202,932058,691679,42043,198336,193610,141335,11617,40658,0,,,,40222,28960,3218,8044,67762,48789,5421,13552,0,,,,346824,,,346824,15271,10995,1222,3054,537316,388622,43045,105649,600859,9230,853,590776,473600,353802,56733,63065,75076,62858,5680,6538,0,,,,855403,728917,60173,66313,409195,298698,29609,80888,0,,,,352757,317644,19462,15651,40711,28030,1802,10879,0,,,,489357,410999,33035,45323,71342,63514,4811,3017,Publications & Dues,48470,3302,305,44863,Miscellaneous,389261,296666,64295,28300,Medicines & Medical Supplies,391531223,391531223,,,,,,,,391531223,391531223,,13394,402390962,399072008,617888,2701066,9,162,3716464,9,9
362586390_2010,362586390,,,2010,MAP International Inc,4700 Glynco Parkway,Brunswick,GA,31525,www map org,216143271,1954,GA,"MAP's mission is to promote the total health of people living in the world's poorest communities by partnering to Provided Essential Medicine *Promote community health development Prevent and Mitigate disease, disaster and other health threatsThrough its offices on four continents, MAP promotes access to health services and essental medicines in more than 100 countries each year",16,15,66,452,0,,206306610,3090051,42281,15438,209454380,395265,0,3996921,297000,2670587,257201212,261890398,-52436018,65959990,5626527,60333463,30840,30840,,,20462,20462,,,343963,343963,,,0,,,,300536,139549,70300,90687,0,,,,2771814,2108337,140265,523212,13431,10069,845,2517,767993,587718,41044,139231,143147,107311,9008,26828,21907,11922,1703,8282,46672,25400,3628,17644,83175,45266,6466,31443,0,,,,297000,,,297000,18635,10141,1449,7045,538371,292996,41850,203525,1054673,165232,22579,866862,488309,392879,26360,69070,154541,90217,11668,52656,0,,,,800760,618400,83702,98658,367780,257317,28419,82044,0,,,,501580,442705,33828,25047,,10070,2447,3309,0,,,,489440,391567,51840,46033,33697,26574,5637,1486,Publications & Dues,65118,45047,5762,14309,Miscellaneous,508581,436896,15785,55900,"Medicines & Medical Supplies 251,709,472",251709472,251709472,,,Freight,302675,294876,,7799,0,,,,261890398,258615226,604585,2670587,,,,1,
475617041_2020,475617041,EIN_475617041_YEAR_2020_FORMTYPE_990.pdf,,2020,CAMPAIGN FOR WORKING FAMILIES INC C/O MARY ARTHUR,1415 NORTH BROAD STREET STE 221-A,,PA,19122,WWW.CWFPHILLY.ORO,1627960,2016,PA,"HELP WORKING FAMILIES & INDIVIDUALS ACHIEVE ECONOMIC EMPOWERMENT BY PROVIDING FREE TAX PREPARATION SERVICES, RESOURCE BUILDING AND ASSET DEVELOPMENT.",3,4,5,6,0,0,1603602,8000,5358,-13389,1603571,0,0,1035360,0,34531,632919,1668279,-64708,1100627,164339,936288,,,,,,,,,,,,,,,,,147170,51703,67921,27546,,,,,750614,680973,66053,3588,14044,13104,940,,31325,24203,7122,,92207,68725,20751,2731,,,,,,,,,,,,,,,,,,,,,,,,,219976,123230,96224,522,58858,58189,669,,9591,6000,3591,,,,,,,,,,27412,,27412,,,,,,,,,,,,,,5428,,5428,,,,,,24288,20766,3522,,16069,,16069,,FACILITIES,152041,152041,,,PROGRAM SUPPLIES - MATE,26635,26635,,,VOLUNTEER EXPENSE,17799,17326,473,,PERSONNEL EXPENSE,16441,9095,7346,,58381,35057,23180,144,1668279,1287047,346701,34531,,,,,
520945376_2008,520945376,,,2008,CENTER FOR INDEPENDENT THOUGHT,73 SPRING STREET 408,YORK,NY,10012,WWW.CENTERFORINDEPENDENTTHOUGHT.ORG,,1990,NY,CIT IS AN EDUCATIONAL FOUNDATION WHICH SEEKS TO EDUCATE AND INSPIRE FREEDOM-LOVING PEOPLE TO THE,8,8,,0,0,0,720420,,2834,,723254,121300,,,,,365997,487297,235957,372322,,372322,105300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,,1150,,,,,,,,,,,,,,67865,67865,,,7185,7185,,,280,280,,,,,,,,,,,,,,,7607,7607,,,,,,,,,,,,,,,,,,,,,,,,,,,"CLASSROOM MATERIALS 225,000. a",225000,,,,"POSTAGE & MAILING 39,149.",39149,39149,,,"MAILING SUPPLIES 12,072. c",12072,12072,,,AWARDS,2364,2364,,,2017,974,1043,,485090,,2207,0,,,,,
520945376_2009,520945376,EIN_520945376_YEAR_2009_FORMTYPE_990.pdf,,2009,CENTER FOR INDEPENDENT THOUGHT,1420 WALNUT STREET 1011,PHILADELPHIA,PA,19102,WWW.CENTERFORINDEPENDENTTHOUGHT.ORG,550729,1990,PA,CIT IS AN EDUCATIONAL FOUNDATION WHICH SEEKS TO EDUCATE AND INSPIRE FREEDOM-LOVING PEOPLE TO THE,8,8,0,0,0,0,550185,,544,,550729,186900,601258,,,,601258,788158,-237429,134893,,134893,186900,186900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335,,1335,,,,,,,,,,,,,,108560,108560,,,8009,8009,,,545,520,25,,,,,,,,,,,,,,,,,,,,,,4002,4002,,,,,,,,,,,,,,,,,,,CLASSROOM MATERIALS a,406050,406050,,,POSTAGE & MAILING b,70886,70886,,,PRINTING c,920,466,454,,STORAGE RENTAL d,700,700,,,239,239,,,788158,786344,1814,0,,,,,
520945376_2010,520945376,EIN_520945376_YEAR_2010_FORMTYPE_990.pdf,,2010,CENTER FOR INDEPENDENT THOUGHT,1420 WALNUT STREET 1011,PHILADELPHIA,PA,19102,WWW.CENTERFORINDEPENDENTTHOUGHT.ORG,689831,1990,PA,CIT IS AN EDUCATIONAL FOUNDATION WHICH SEEKS TO EDUCATE AND INSPIRE FREEDOM-LOVING PEOPLE TO THE,8,8,0,0,0,0,689735,0,96,0,689831,127465,0,0,,0,548940,676405,13426,148319,0,148319,127465,127465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,450,,,,,,,,,,,,,,151295,151295,,,6546,6546,,,-135,35,-170,,,,,,,,,,,,,,,,,,,,,,1400,1400,,,,,,,,,,,,,,,,,,,CLASSROOM MATERIALS a,333675,333675,,,POSTAGE & MAILING,45686,45686,,,WEBSITE CREATION c,8000,8000,,,STORAGE RENTAL d,1200,1200,,,549,549,,,676405,676125,280,0,,,,,
941021164_2008,941021164,,,2008,,1717 S Chestnut Avenue,Fresno,CA,24709,www.fresno edu,527,,,,,,,,,,,33035898,,0,0,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941021164_2009,941021164,EIN_941021164_YEAR_2009_FORMTYPE_990.pdf,,2009,FRESNO PACIFIC UNIVERSITY,1717 S CHESTNUT AVENUE,FRESNO,CA,93702,www fresno edu,46015881,1944,CA,To develop students for service & leadership through excellence in Christian higher education,26,26,1251,1,0,0,3454291,42280383,281207,0,46015881,8332539,0,23712050,0,1087168,13233197,45277786,738095,52824900,26083784,26741116,,,,,8332539,8332539,,,,,,,,,,,743295,135182,490461,117652,,,,,18708459,15351270,,568759,207482,135971,59590,11921,2850225,2129187,630336,90702,1202589,947339,212701,42549,,,,,79350,,79350,,74652,,74652,,,,,,,,,,,,,,,,,,606957,606957,,,3456577,1698637,1607854,150086,,,,,,,,,2147287,1769275,378012,,1596240,1454701,83226,58313,,,,,179717,78205,90511,11001,1230797,,1230797,,,,,,2232552,1640709,579357,12486,,,,,Other expenses,820728,329790,467239,23699,Food Services,584575,584575,,,,,,,,expenses,,,,,584575,584575,,,45277786,35418102,8772516,1087168,,,,,
446005794_2008,446005794,,,2008,,2000 East Red Bridge Road,City,MO,64131,a com,527,,,,990,,,,,,,5093,,,385771,,,,,,,,,,13834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446005794_2009,446005794,,,2009,Children International,2000 East Red Bridge Road,City,MO,64131,www J CHI,146316901,1951,,"CHILDREN INTERNATIONAL'S MISSION IS TO HELP NEEDY CHILDREN GRO W UP HEALTHY, EDUCATED AND PREPARED TO SUCCEED",7,6,256,8202,0,0,145963378,0,33994,163604,146160976,99346959,0,15361849,7502232,,20329014,142540054,3620922,46141718,5151381,40990337,1389903,1389903,,,,,,,97957056,97957056,,,,,,,2201978,333782,940199,927997,,,,,10710920,7646142,,1093622,605292,440456,105653,59183,932592,683614,162163,86815,911067,573972,200435,136660,,,,,253522,101409,114085,38028,93248,37299,41962,13987,,,,,7502232,,,7502232,30192,12077,13586,4529,501239,200496,225557,75186,7521750,,2253597,5268153,2221619,1207090,488851,525678,470125,305581,117531,47013,,,,,406037,260515,108329,37193,690413,621371,41425,27617,,,,,148919,92330,41697,14892,,63970,31985,10662,,,,,2577255,1546353,773176,257726,157129,100562,42425,14142,PRINT SPONSOR CORRESPONDENCE,1266828,373382,365734,527712,POSTAGE SPONSOR CORR,2755129,833630,1413626,507873,MAILING LIST RENTAL c,848736,,127310,721426,LOCKBOX FEES,220107,132064,66032,22011,60149,36089,18045,6015,,,,,,,,,
446005794_2010,446005794,EIN_446005794_YEAR_2010_FORMTYPE_990.pdf,,2010,Children International,2000 East Red Bridge Road,Kansas City,MO,64131,www CHILDREN ORG,147801897,1951,MO,"CHILDREN INTERNATIONAL'S MISSION IS TO HELP IMPOVERISHED CHILDREN GRO W UP HEALTHY, EDUCATED AND PREPARED TO SUCCEED IN SOCIETY",7,6,240,7960,-856,-856,147294643,0,65267,441987,147801897,104476408,0,16091267,6442882,116730344,19677300,146687857,1114040,62295256,18223804,44071452,1424415,1424415,,,0,,,,103051993,103051993,,,0,,,,2455078,475001,985650,994427,0,,,,11102654,7908697,2064628,1129329,566975,415319,99435,52221,1030147,748541,184355,97251,936413,589940,206011,140462,0,,,,279596,111838,125818,41940,94810,37924,42665,14221,0,,,,6442882,,,6442882,28069,11228,12631,4210,452682,181073,203707,67902,7018454,,2019200,4999254,2524963,1393485,585874,545604,524408,340865,131102,52441,0,,,,455151,291998,121488,41665,954547,859092,57273,38182,0,,,,150039,93024,42011,15004,16665,10000,5000,1665,0,,,,2201326,1320795,660398,220133,175203,112130,47305,15768,PRINT SPONSOR CORRESPONDENCE,1436866,357339,383690,695837,POSTAGE SPONSOR CORRESPONDENCE,2794011,772656,1346288,675067,MAILING LIST RENTAL,517105,,77566,439539,DUES AND SUBSCRIPTIONS,53405,32043,16022,5340,,,,,146687857,120539396,9418117,16730344,4,21,1597668,27,0
205892134_2008,205892134,EIN_205892134_YEAR_2008_FORMTYPE_990.pdf,,2008,"may have to use a copy of this return to satisfy state reporting requirements. December 31 A For the 2008 calendar year, or tax year beginning January 1 , 2008, and ending c Name of organization John Witherspoon College Please use IRS",type. 3333 W. Chicago St. Specific See,Rapid City,SD,57702,,31073,2006,SD,"Provide biblical theological and practical training for Christian leaders, both lay and vocational, and to do and engage in all lawful activities that are in furtherance of one or another of the forgoing purposes.",3,4,5,6,0,0,20706,10296,0,71,31073,0,0,0,0,0,45244,45244,-14171,2978,0,2978,0,0,,,0,0,,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,13426,13426,0,0,1111,1111,0,0,150,0,150,0,382,382,0,0,0,0,0,0,0,0,0,0,2687,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Master Level Class a,475,475,0,,for Philippines b Books,10095,10095,0,,Pie Auction expense c,400,400,0,,Bank Charges d,36,0,36,,16482,16482,0,,45244,45068,186,,,,,,
320011220_2008,320011220,,,2008,,,FRANKLIN,TN,37064,www. SHOWHOPE.ORG,5118028,2002,TN,TO CARE FOR ORPHANS BY ENGAGING THE CHURCH AND HELPING CHRISTIAN FAMILIES REDUCE THE FINANCIAL BARRIERS TO ADOPTION,8,5,13,20,0,0,,,15067,-40,5112038,,,578678,,,4228364,4807042,304996,1931785,1065000,866785,,,,,,,,,,,,,,,,,106042,29396,27653,48993,42836,32666,0,10170,341212,105954,101695,133563,8224,,8224,,39365,,39365,,40999,,40999,,,,,,4890,,4890,,44080,,44080,,50,,50,,,,,,50,,50,,17619,11500,319,5800,265593,125538,21495,118560,55653,6771,8324,40558,24830,2334,15570,6926,,,,,54907,528,53888,491,,,,,,,,,,,,,,,,,,,,,7977,,7977,,,,,,"ADOPTION ASSISTANCE EXPENSE 1,855,000.",1855000,,,,"HOUSE OF HOPE 1,080,441. b MARIAS BIG",1080441,,,,HOPE FOSTER HOME,460353,460353,,,CONTRACT LABOR,90247,3790,8271,78186,57960,100517,57960,23971,3815144,,472940,518958,,,,,
320011220_2009,320011220,,,2009,,,FRANKLIN,TN,37064,www. SHOWHOPE. ORG,4844426,,TN,SHAOHANNAH'S HOPE IS DEDICATED TO ENGAGING THE CHURCH TO CARE FOR ORPHANS AND TO REDUCING THE FINANCIAL BARRIERS TO ADOPTION BY BEING ACTIVELY INVOLVED IN _PROVIDING WAITING ORPHANS WITH LOVING FAMILIES BY FINANCIALLY ASSISTING ADOPTIVE COUPLES THRQUGH _ADOPTION GRANTS,7,5,15,20,0,0,4832315,,937,-40,4833212,2021429,,750399,,618918,1346380,4118208,715004,2507388,925599,1581789,,,,,1155700,,,,865729,865729,,,,,,,126670,63335,38001,25334,78479,36611,25738,16130,402472,118381,104737,179354,,,,,94719,31501,32874,30344,48059,15957,15443,16659,,,,,876,796,80,,29516,,29516,,,,,,,,,,,,,,294872,156100,1772,137000,82273,73578,,8695,306544,99829,107145,99570,53374,17931,9013,26430,,,,,68643,,68643,,291796,246511,22283,23002,,,,,50858,12620,1476,36762,,,,,,,,,11120,,11120,,9348,3251,5697,400,CONTRACT,127692,96614,,10647,TOUR EXPENSE,7948,12,,7936,RUNNING HOPE c,5422,5422,,,BENEVOLENCE,2739,692,1392,655,1773,1773,1586,,3002343,,496947,618918,,3501,990,,
